Name,Latitude,Longitude
,48.4259751,-123.3170893
,48.4223308,-123.3680871
,48.4549272,-123.3592312
,48.4153375,-123.3852662
,48.4291305,-123.3848737
,48.4461792,-123.3746982
,48.4498813,-123.3436194
FLO,48.4542446,-123.398215
,48.4557011,-123.3436887
,48.4550307,-123.3742316
,48.4188078,-123.3668385
,48.4188398,-123.3668426
FLO,48.454774,-123.3908778
