service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
525,0,1,0,0,0,0,0,20230410,20230718
526,0,0,1,0,0,0,0,20230410,20230718
531,1,0,0,0,0,0,0,20230410,20230718
528,0,0,0,0,1,0,0,20230410,20230718
527,0,0,0,1,0,0,0,20230410,20230718
524,0,0,0,0,0,0,0,20230410,20230718
529,0,0,0,0,0,1,0,20230410,20230718
532,0,0,0,0,0,0,0,20230410,20230718
530,0,0,0,0,0,0,1,20230410,20230718
533,0,0,0,0,0,0,0,20230410,20230718
