feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version
Strategic Mapping Inc.,http://www.mapstrat.com,en,20230410,20230718,8ace4814-5203-4d62-9a4d-d2f6996db19e
